 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12
ILMN_1747627	5.68890248765724	5.69637174295963	5.38330412948989	5.615549040086	5.2701568747717	5.93014691809536	5.73752214714943	6.2561542227902	6.16772132568901	5.02245424136934	5.88416268730536	5.74777069978388
ILMN_1796801	5.13941844717521	7.00646790680314	5.16359270460238	5.12757071284519	5.46185033160627	4.89569514332937	6.33154485428772	5.67386054097316	8.65301619608339	5.28113357208692	5.85269105196703	8.58068696889944
ILMN_1665730	8.2753012804916	8.08871103322317	7.9315070976881	7.99176245087952	8.10922924146801	8.23027338444841	7.85150913018129	7.88236868295476	8.39160522832588	8.09023350916433	8.25993689344662	8.12411298309539
ILMN_2193980	8.05329106098696	8.80362894155893	8.33939317803742	8.71168279463845	8.52491618990815	7.96746705875826	7.48333229396589	7.30016390459465	8.761285598062	8.11253905926279	7.96954715015979	8.36715486505304
ILMN_1687840	7.70791302059273	7.16204246484374	7.0698353045657	6.96431869712361	7.37919673486303	7.67344198463214	6.84851556562695	6.76194196142948	7.06648926028141	7.19463980256424	7.24532085178043	7.0489666680155
ILMN_2343047	5.83619698357805	5.36762019222411	5.74068227683658	5.24136442652773	5.60402088813478	6.01628470406994	5.84922710517572	5.45469978745795	5.873081214696	5.8548768656936	5.71550359976354	5.79067628791785
ILMN_2343048	7.19824822553498	6.36057244778477	7.00043036980661	6.15507451800806	6.57625716591412	7.15956172266045	6.87968501261221	6.3081918281768	7.00014226368386	7.13096635684998	6.82961780234055	7.0075821532444
ILMN_1802404	5.93088442199501	6.13138176494581	5.63317882344719	5.63386736841314	5.88956026552162	5.38046125952965	5.39346494744431	5.68767149775906	5.99601648418664	6.21588980229272	5.73835967163489	5.88608023260196
ILMN_1776119	6.29612525548352	5.93325829705482	6.3498188676069	5.89021251217533	5.80350050513486	5.83392303699332	6.412454923292	6.73603438562146	6.21471782583995	5.82403570499408	6.04363483234083	5.73326368793413
ILMN_1677814	8.8638887185972	9.9052178121409	9.19710575696815	8.87222229597886	9.75998348224604	9.61745469616572	6.5954521552672	8.34545236434748	10.18320394246	9.38442290026966	9.10224415963114	9.88505638140492
ILMN_1788457	7.14583941980189	7.56312810695169	7.69141288369038	7.30140433508064	7.42250099413505	7.95106366545763	7.72526108243053	8.0085822548066	7.94386130671661	8.10247865453015	8.21436149101606	7.67500413507324
ILMN_2194009	6.72518533097214	7.29582392635436	7.5015809076125	6.94211670448557	7.27898831369016	7.92843367738091	7.37643594737326	7.97355625695379	7.57802433417677	7.73653676368405	7.68065030256613	7.50540142356952
ILMN_1706531	6.79602064532366	6.68079021276203	6.84130557964436	6.90271052035597	6.98770179711913	7.18334414346339	7.20152537067327	6.66450674751235	7.35290457057639	6.58478531126457	6.86006452823463	7.03377397051454
ILMN_1651964	7.6956204818024	7.66162703549134	7.8495751761568	7.78351546232537	7.67636989500625	8.14320499078099	7.88913850126882	6.78867317475727	7.22142042592295	7.14755912790831	7.38957252752666	7.63040569714816
ILMN_1772189	4.94276758134328	5.08128723282937	5.33138531585029	5.25668979107957	5.08974253290171	5.40597006301391	5.85912233142557	5.89365866084137	5.61704665230328	4.94859759735424	5.38157457124971	5.60872462654927
ILMN_1674032	7.10381230488869	6.86303108459651	7.46479327223688	7.090944329725	6.94810823574259	6.98169330118428	7.20630050342552	6.90821493458005	6.87634102109898	6.76436846336077	6.926837259159	6.92209402795792
ILMN_2330267	8.82771101209736	8.72319768101469	8.81219791924958	8.90055018314924	8.9144320929644	8.70655385476286	8.77015404836749	9.39721470673604	8.66362246130777	8.94856431633548	8.96225659458177	8.95659528502169
ILMN_1676846	8.24773184728553	8.23569785367975	8.30266251994891	8.4576437320585	8.51954251783698	8.38204037239926	8.19274296863359	8.96730523063781	7.99176245087952	8.66675525235136	8.78628669369948	8.3370960036153
ILMN_2392635	8.42467540239968	8.22878345300997	8.24773184728553	8.52314658955624	8.13822676994188	7.91943089956622	8.44677655957808	8.71865929454551	8.16519387545023	8.37894548348506	8.33433715729723	8.09785080094273
ILMN_1763875	9.60443591413389	9.85828057611812	9.90952672367932	9.91108056530362	9.58558177048731	9.60736415687028	9.87313387562133	9.85025465573411	9.96520482669403	9.91637166454029	10.1140757910547	9.41547499148217
ILMN_1781999	7.48819240751095	7.43648118657116	7.42135072318879	7.22142042592295	7.58133936522663	7.20253866916859	7.8713937482636	8.09849288720929	7.34844487723894	7.5175311950299	7.75942555469036	7.35150920368101
ILMN_1669201	6.48688444691015	6.00792322972552	6.66260164975712	6.54153054880124	6.16795693893272	6.36041574264049	6.6812117857234	7.57356594489188	6.4509402333578	6.39233870798892	6.61827349867249	6.64509261681631
ILMN_1810085	5.90104654465855	6.12640208930812	5.95647333460079	5.93014691809536	6.02789485281716	6.28499350823808	6.30229615740302	5.97768846120993	6.19122913881761	5.84732283123668	5.8548768656936	6.12049290275725
ILMN_1770031	6.90428816460688	7.1018946046336	6.73168681132061	6.47313677314137	6.6175186115522	7.31518758965887	7.05969035240932	6.85752362554028	6.05081976765019	6.89803716939611	7.19162529805176	6.74561592257344
ILMN_2338268	5.45567282484232	5.03781365081235	5.47140548278074	5.20144039195914	5.59716351941777	4.85307830506167	5.14059273411498	6.32800985082654	5.50763113227059	4.88561046676592	5.24999210617271	5.52637332069206
ILMN_1745116	7.43620964951244	7.18982494748815	8.01234946109786	7.4620630729134	7.02758128171685	8.16377304901559	8.34481210503457	7.71239331248605	7.33017194448426	7.86286377623887	7.75087727052637	6.78706158207692
ILMN_2318685	6.93342802703984	6.79276640849876	7.07284483862155	7.1929164269598	6.64637266510673	7.58380899319234	7.86870670861626	7.27972398962093	6.92277335234444	7.49493761276835	7.35871366279586	6.77851367527891
ILMN_2245305	7.06503484112143	7.02026139499277	7.22836190255563	6.92815648105502	6.7716964191352	7.1190278843059	7.85330013076524	7.41290666349205	6.90107562340119	7.39190514520092	7.44863241076215	6.82061029345585
ILMN_1794213	8.54349113782158	8.12108746133132	8.19430114847599	7.5749155021526	8.25637975391146	7.94358257995144	7.91874120511361	8.00252596577297	7.71439920912721	8.39129578615779	7.58594342016301	7.77520502483745
ILMN_2227533	7.09589583291291	6.52200639418179	6.24655704897246	6.59951985496138	6.60299519404773	7.1482409625115	6.50524477887807	5.86134922126828	6.51541162777782	6.66335573549943	6.3097855082977	6.91071334902412
ILMN_1769390	6.32158980624454	7.28733828595052	6.98770179711913	6.61216297274359	6.59573161459019	6.60678047056092	6.53574112721143	6.52297949663212	6.59197203570564	6.45048555873323	6.64179559865913	6.74120187460929
ILMN_1723662	5.35068907453189	5.15740099943907	5.89754918878723	5.57487937193409	5.71109689664799	5.76089782224271	5.54659412703269	6.14013252874252	5.53180808674999	5.54266172381395	5.65357499679909	5.32391324988782
ILMN_1700633	6.20312441796908	6.83990036802875	6.23217397601072	6.61796948592137	6.64389330493962	6.67788635743715	6.06710568451395	6.47563883127426	6.8006027818909	6.48346375423955	6.59020898299906	7.33049294719607
ILMN_1655702	8.42825438233005	7.60490934759535	8.3998821780031	8.00404325442559	8.06598465046056	7.89804766711126	7.80928386555199	9.08331518582058	7.48645774144619	7.77099152279197	7.59922893185072	7.75620468011614
ILMN_1706344	6.6739221533066	6.2345004773858	6.61796948592137	6.60446411579944	6.41522074361636	6.90562244238575	6.78441812178904	7.39674588435703	6.44518162850351	6.04111893308857	6.52224865225275	6.32083073638372
ILMN_1712707	7.49411739961727	7.89175275931699	7.5816111528802	7.82814435203115	7.83856497164098	7.64567456548147	7.21536600787649	6.40184343188823	7.94552605103255	7.60239617466447	7.42592429157142	7.3767406718274
ILMN_2329958	8.34706229321883	8.34644760699114	8.3777104594154	7.99684571766603	8.21198121600469	8.42925495654446	8.36019268434488	8.46672325026278	8.28413343503236	8.21530894273795	8.36624711634332	8.54116218771309
ILMN_1775944	6.01885494591768	5.97751093075775	5.57358046496027	4.99157977989277	5.74820884775472	6.12390372239867	5.48051554436856	5.80029345062429	5.4066038396818	5.74441999328137	5.56966716495385	5.86720952356228
ILMN_1724497	8.90078528232154	8.4410658284569	8.17534731046237	8.19605505346621	8.1808360437383	8.73651743586241	8.04686892797086	8.21495502614823	8.39828276520901	8.63831745605774	8.45709626997218	8.49252805688551
ILMN_1720988	6.23217397601072	6.18868901401221	5.78207708739854	5.94801808438445	5.81357502484625	6.06976792982031	5.97946052641239	6.21505626445134	5.84400551512824	6.5318657503363	5.98216697579509	6.23135315674314
ILMN_1673639	9.12196362238763	7.43581759366917	9.87623822522806	7.32094347420791	8.68927037738862	8.24664879818268	8.35649407001041	8.10566091279417	7.5325661102378	7.9320232520956	7.65122823223019	8.57724607884236
ILMN_1713732	9.15581326159179	9.49064083551845	9.25740608683973	9.6544725036684	9.47627401474969	9.42003409598405	9.26545384705742	9.21147094983617	10.0088476748435	9.59688474342279	9.61246163737771	9.33960897177331
ILMN_1741628	5.19023123149968	5.23959801708392	5.54313081247755	5.89724301223361	5.60086461631583	5.69084302723922	6.01684886069358	6.29525446422342	5.39493450992397	5.25391313145078	5.36135683725754	5.20628242515042
ILMN_1657870	5.7909905175151	5.76571867408698	6.76567283440349	6.00190008489305	6.93729335457964	6.33071938551863	6.9981236260974	7.52996176891712	6.5562019925961	7.03312036352419	6.58772573451899	5.78948998109349
ILMN_2240003	5.12764607192414	5.01748319886515	6.01364255179134	5.266579706219	6.24768921483956	5.78225688639151	6.30589693157602	6.85466019214695	5.92322197531369	5.89284785228444	5.72971019474534	5.21174612485523
ILMN_1785424	6.72806615931747	7.03747151997149	7.88841285821592	6.10322095661306	6.0212333753947	7.4077137989208	7.71341307833906	7.06379005772335	5.90819907187955	5.80048311679108	6.39761341877762	5.87849198927737
ILMN_1656940	6.90821493458005	6.38757130439353	6.89988976252971	6.94313960804641	6.40298570096732	7.36788914402321	7.24380073871757	6.26361736464039	6.07993409500035	6.68766445242213	6.38807940160916	5.76089782224271
ILMN_1672878	9.75998348224604	9.86478319311922	9.76447870298124	9.72526233010559	9.59746839634448	9.74752096930801	9.6881837355163	9.99056620143988	10.0693721784601	9.9074007675841	9.68881271531779	9.60309067003817
ILMN_1658083	5.96487396850141	5.8921666345253	5.88107218885291	6.10598630888477	6.28409390896269	5.77933632473491	6.28409390896269	6.49654340239392	6.33399756664237	5.91247884240193	6.05469802913968	5.85474925137203
ILMN_1802096	7.82125955323544	7.75681563514504	7.70601663554564	7.93392379408307	7.78839831734844	7.87416618774295	7.61532038951369	6.51274424405305	7.77539759000947	7.48727273814835	7.64487495693029	7.51955479391341
ILMN_1753370	5.40017397699722	5.19757666130305	6.04363483234083	5.68161822017046	5.33191211260005	5.25400329441476	5.83665238235645	6.61075255600573	5.69279718341371	5.53699972813394	4.90990934968975	5.42275130001907
ILMN_1738921	8.56852314899741	8.58550909715754	8.57843457838703	8.56178914828865	8.36692735323309	8.3882963487583	8.55163017261252	8.44885487254852	8.25015586750991	8.33982427753378	8.25015586750991	8.38463320412352
ILMN_1660199	8.92577686526686	8.70042525988394	8.64436277890432	8.86778307270359	8.83046053298105	8.74342659993685	8.54836227617955	8.37216598223929	9.20586991662989	8.69334746465797	8.81697868415523	9.17434792136805
ILMN_2331636	8.58795210777405	8.88806292474434	8.61397232067139	8.90962285856036	8.60186070552683	9.20258223162485	9.16578192808768	8.77974355630658	8.49386324361597	9.02314170655112	8.74185240413118	8.73484230479361
ILMN_1772123	8.29327577845302	8.62899246118847	8.38463320412352	8.23182628633805	8.27243759630273	8.78517212266612	8.81270017350922	8.23027338444841	8.41009357386869	8.35649407001041	8.26377175604877	8.3420328284669
ILMN_1687303	6.86252926442444	6.81555127692782	6.32489469807301	6.49163329825361	6.65345844724347	6.86751656596492	6.86272524091277	5.90900474242828	6.43447209668472	6.42432696001131	6.48391070713297	6.47414230939639
ILMN_1761058	8.805128586526	9.13225775468905	8.53151853340339	8.71964164747218	9.13014982735801	9.40559997647742	9.26734367639117	8.04936842046886	8.76993076251582	8.98163783855429	8.59471361625327	8.80936941610349
ILMN_2225595	7.52839698263707	7.56860160950061	7.68065030256613	7.08096429575616	7.66598680241893	8.1945561400482	7.69592062588345	6.7613631511725	7.54016742192254	7.91460945350644	7.27972398962093	7.86068262167746
ILMN_1775579	8.17671096167637	7.86390102008764	8.18051417861814	8.17459204021608	8.18412383522899	8.23096285352912	8.35319740420668	8.00098661809429	8.22654648961379	8.19842714452454	8.2753012804916	7.97760948820183
ILMN_1778104	8.27891973728766	8.26877779935757	8.19114744039975	8.14320499078099	8.31486525006202	8.31104487110591	7.80657613528376	8.07128061619294	8.25587208802316	8.03259838864381	7.79115739128123	8.37428206100563
ILMN_2053679	9.19464761659136	9.27152338637275	8.76719794528252	9.18975597816551	9.21147094983617	9.29159330828707	8.89982109691337	8.99235122151081	9.37385777211581	8.83414138150336	9.25051367530548	9.43314325845905
ILMN_1795104	5.30759226071026	5.64334595032933	4.89526026809087	5.53106179555283	5.56966716495385	5.21595684804352	5.46516883596763	5.22511879895102	5.1312935110379	5.35894843422122	5.47343549364079	5.00233608547756
ILMN_2263466	6.14233867326871	6.00316435473645	6.39926677449446	5.99759397634465	6.01338132355422	5.11301033607275	5.58163859391711	6.35022210680723	6.24542526165117	6.52772235012107	5.99645904887741	6.03834280543531
ILMN_1806408	11.5789498768935	11.258464701709	11.9041787081746	11.2848906473075	11.5094109480303	11.5415112124655	11.6793346890409	11.4999372595219	11.3499820417326	11.4905188245039	11.4885858894698	11.3732152225841
ILMN_2352009	8.97461381231196	8.53258251482292	9.00386981086566	8.57267985113305	8.7994538041385	8.93850844406778	8.62770908009599	8.67904935904842	8.66930271808251	8.97055068223879	9.1126222478575	8.85504545617848
ILMN_3236270	7.304747069669	7.37987829336123	7.48944430513665	7.71379069471939	7.64252190473598	7.28895592510844	7.32866077098983	6.69169277905308	7.61422197608944	7.4856191414361	6.98637449946364	7.64190800124498
ILMN_1800008	10.457771092058	10.0806269731443	9.92394386341984	10.1008054486482	10.162064300953	10.2038092563592	10.3506129983784	9.32156190292085	9.5981330052509	10.0060404302863	10.0872558557902	9.83092243051175
ILMN_1708672	9.11951171784404	7.33278279009191	7.77059588393218	6.29404841523951	7.52176025395221	9.23966516771589	8.54983832991947	7.50248759219585	6.98637449946364	8.23956208231184	8.02792823192359	7.83881317432411
ILMN_1665945	9.69818785037372	9.51688840123593	9.61246163737771	9.83769028724834	10.0845248216445	9.69194259152553	9.64492048679724	9.79445695223644	9.82189553943924	9.67767063672747	9.94938624614801	9.77288808337042
ILMN_1684271	7.78567122458602	7.88204199070588	7.57072113773353	7.55726192840506	7.65234252412421	7.70744908023311	7.47708071646567	6.93451716199888	7.2536855001329	7.9783522296896	7.32237080803792	7.6202659420807
ILMN_3187680	7.73653676368405	8.14637196363121	7.64634069758629	7.60515079796797	7.62903299258315	8.12140869936075	8.36952009220672	6.71573927530038	7.54087207445779	7.76137208775379	7.15220646974069	7.93875262178506
ILMN_1716480	7.2199969220109	7.02391969887131	7.4003941680295	6.58465824022686	7.0312433377665	7.1402345709571	6.84405256960365	6.90956538774058	6.80706406938352	7.08406654374029	6.82744610232622	6.76073754454959
ILMN_3235340	6.08248966158631	6.26289785041997	6.15278639703746	6.16255895686406	6.07212127864108	5.89115435328431	6.14315847438659	6.16209767715312	6.27485345477972	6.21136849321766	5.9962272175095	6.21471782583995
ILMN_3237774	5.026667639309	5.16359270460238	5.79162191847574	5.28747789626024	5.60141561276497	5.3230436726409	5.03142917500177	5.8200770679902	5.55181163947669	5.28974812023791	5.45605955786852	5.31943934645079
ILMN_1699636	8.39095071370754	8.34921408651843	8.23658161687857	8.21226926167354	8.11005688590521	8.81595014062021	8.38252469942821	7.89132838360151	8.28185206598284	7.96170158785769	8.16896897105028	8.12108746133132
ILMN_2371379	10.0067072484576	9.99563973449882	10.6987762117853	9.73394121606884	9.83646540847503	10.3993612533576	10.8116154619182	11.8448620698706	10.4628397371901	10.5397717674432	10.5996273635862	10.3346107381305
ILMN_1749014	9.05951640935246	9.03873920620305	9.39878310225256	8.9193252261077	8.63532200397841	9.42582927186306	9.47497883652018	10.4341588994482	9.53206686569821	9.34974153341478	9.4910191098232	9.44088047592982
ILMN_1771348	7.6742886046567	6.59165108560229	6.96572481739682	6.68827534118865	6.73168681132061	7.13655103743564	6.6175186115522	6.29819238827186	6.80079204087351	6.87121659515886	6.85538488978802	7.15325592324977
ILMN_2134039	8.7392871045268	7.89528664983848	8.30881820744553	7.80089783611197	7.98487458590781	8.54050623926859	7.59685538701933	7.56749073402753	8.0241869453912	7.95868705715431	8.09905168863336	8.19842714452454
ILMN_1750800	10.7001133315778	11.2009396193196	10.5356829056756	10.9103953321462	10.7308818474244	11.0027946893018	10.9707313946289	10.7145331028466	10.9819534158515	10.8621797001219	11.1844198879649	11.0475708256218
ILMN_1654861	7.54630895145641	7.34156735474452	7.4040795296745	7.53620859558404	7.22567184645244	7.3132496858487	7.52176025395221	7.67016156002549	6.86026218501384	7.63425574582462	7.34321745803491	7.14679349202993
ILMN_1715543	6.95082207674585	6.93037816814532	7.02085975274818	6.62336584549673	6.88638479035207	6.88956426779085	6.81779705249143	6.91945934054453	7.56224991242717	7.21609085685165	7.00456887365675	6.90798079283852
ILMN_1716237	7.44564723823996	7.25226139913398	7.1334973156982	7.19021389559793	7.18135460264758	6.33734801207759	6.81636383708042	7.28820379082688	7.70655517046679	7.70502204833536	7.10229941785414	7.43458387028353
ILMN_1740265	9.58364136227067	9.12361838633676	9.76909317785954	8.75751034615132	8.65857121054822	8.49953681432835	9.89346253836443	10.3207521453994	9.26614164772088	9.22038174838267	9.36907285582556	8.70655385476286
ILMN_2332250	8.05692205918135	7.57072113773353	8.32121343518279	6.8658122039794	7.28301353157851	7.1513188107725	8.73285066307201	9.16578192808768	7.98067074011795	7.73708414497125	8.28381305843227	7.75047730446994
ILMN_1679600	6.55485226262235	6.09666187598219	6.25179604047951	6.33874555032164	6.20713697565161	5.77947104942834	6.39078742935008	6.32580743900023	5.99221245851348	6.13227654455577	5.79269192274161	6.11986879042492
ILMN_2367070	8.11744456974226	7.91533802864308	8.5503607877957	7.89425010669225	8.12259933299637	8.33198404476904	8.50897525519986	8.42632419192744	7.93008485927725	8.42564772802404	8.32525967790968	8.02652472057613
ILMN_1658995	9.12655474823994	8.34366008380982	8.93016536213231	8.52070915205652	8.65931601660187	8.74915621794028	8.78628669369948	9.09397516046832	8.61991658079251	8.71086140080333	8.75541824948653	8.78990534832888
ILMN_1750158	7.23291355153799	7.21310200914732	6.60256633747783	6.99626197392244	6.8116707187428	7.1770972186348	7.29135619358709	7.25585048443958	7.5121695731793	6.75966637821011	6.88562039542226	7.30140433508064
ILMN_1685703	9.05816026912007	9.08439909498336	8.37084266321223	8.92899225541719	9.18551963418823	8.77750061330455	9.2329489536444	8.02443372066196	8.97766336796064	8.45724090279034	8.6435862819485	8.8638887185972
ILMN_1743396	7.40731144241419	7.41379614332796	7.64041955076628	7.87337642213871	6.70647054481305	7.49368253686315	7.55501077310992	8.29973575432268	7.37069319786022	7.10760032370571	7.309935632952	7.34479815352163
ILMN_1669633	9.09023216983671	9.16875999574794	9.12655474823994	9.3935367882698	9.21972648296526	9.1006689243901	9.00868736698084	8.96769708091126	8.91261024151138	9.32156190292085	9.10749814744663	9.25276865869659
ILMN_2344956	11.1462777671844	10.8574841457308	11.1212654731972	10.9072480361236	11.0323090643218	10.6870006763023	10.5156184603616	10.6972738543424	10.7927625808393	11.0258678258947	10.7163134772592	10.8953800744241
ILMN_2104830	7.99176245087952	7.08058693722774	8.14786377141844	8.01370523441513	7.83543335363845	7.58955182521282	7.75657204026647	8.21358717299812	7.96384947445112	7.65670698174555	8.03108106869435	7.65315466931302
ILMN_1706598	6.86459812275307	6.56842672389163	5.88956026552162	7.63576078207777	6.57481358467726	6.57700687487535	7.10854507943662	6.49454344593118	6.04699622190711	7.16954914372262	6.3088076735324	6.42867906857543
ILMN_2306955	7.33346098432214	6.46227795670421	6.05157635652913	7.85805212897844	7.02433018174437	6.62420604090119	7.07381315823176	6.25515917294398	6.06153448978919	7.36175306222374	6.62672284359879	6.35457641735857
ILMN_1666690	5.73485393944866	5.26556614694329	5.84868209418276	5.49165155486802	5.82261651581107	6.13335232256811	5.58947590177856	5.28579267773461	5.70547713460025	5.63540688137364	5.19023123149968	5.66230835803296
ILMN_3236756	6.0013093688525	6.19830403422235	5.65793895989039	6.01139342033429	6.23560448796784	6.68047026001154	6.72710652223244	5.41494411493345	6.30016792614463	6.07993409500035	5.83254209017436	6.0212333753947
ILMN_1684585	7.23424364874261	7.95361100427684	7.3060082592829	8.22034582614827	7.96131153052223	7.71180350663179	7.4840061574109	8.06494766943603	7.87734818639247	7.84887107302836	8.10759140046942	7.99780440610063
ILMN_2360705	9.13767018312519	9.16946577311543	9.07677665086641	9.01541927404617	8.8818024988533	9.15581326159179	9.25666900190276	9.52136943821812	8.72119777859428	9.36315725237991	9.01352264346396	9.02592230315805
ILMN_1654414	5.9177576460111	5.61270942691821	5.2703059141146	5.45005918821427	5.32003666320775	5.53387089175277	4.99911857702822	5.68283575410179	5.12775160262782	5.54812014365924	5.08167748350401	5.67030403531526
ILMN_1666096	7.07177149158453	6.71938707752581	6.57175551489149	7.05459696715942	6.70466020972882	6.69360180158645	7.25136324384086	7.87238881199566	6.85039040732405	7.15791427704156	6.85835900209939	6.93692141733468
ILMN_1683598	9.14327178071839	9.02384973800171	8.95488597575556	9.15304479786125	9.00225178869624	9.04394894007834	9.8087434342592	10.2098884106712	9.41711204233746	8.78119026120592	9.61799500583304	8.96369297101493
ILMN_2336595	8.90502918830632	8.84609626631336	8.38511928673013	8.82443890338374	8.96730523063781	9.1731766179109	8.94856431633548	8.30124805445559	8.95249203489408	8.70526327857687	8.8688851658471	8.5571081925233
ILMN_1714197	9.06711844182085	9.04874988459327	8.53425757156031	8.88806292474434	9.1522935204088	9.38585978982892	9.05646956517312	8.49776512362526	8.86669790765162	8.8818024988533	9.18605933186061	8.95069366503261
ILMN_1671703	11.8844593177454	12.3651064563404	12.8651074336746	12.5702466030527	12.5620365502116	10.8298011479174	13.3541188312402	14.0770490216965	13.2288359234844	12.8986112917586	13.493108886867	12.7751919728422
ILMN_2152131	13.6616022314326	13.4614569910336	13.6322497812979	13.6775811259914	13.4557878692915	13.9798742041195	14.0900339204689	14.083358703454	13.7536559711105	13.6616022314326	13.8224964195045	13.6424235199676
ILMN_1777296	13.7821995304168	13.1866627318167	13.3165223506291	13.4557878692915	13.2223578916427	13.2681456978182	14.0770490216965	14.2032088882677	13.8182944275179	13.8607819741361	13.6585813070312	13.2223578916427
ILMN_2038777	13.2880199903125	13.1602470563105	13.1837557182668	13.2113722562209	13.17663703637	13.5519442568771	13.9596031129966	14.0434044536854	13.7124372866077	13.493108886867	13.6684089835771	13.4230664695866
ILMN_2053178	13.8981812886193	13.8119555706665	13.9315784417251	13.9235317898512	13.7396861589486	13.9013075463622	13.9490174376319	13.9946237921416	13.9315784417251	13.8119555706665	13.9271027216777	13.7896920939038
ILMN_1704961	13.5910722432447	13.0971044467041	13.1460849793578	13.3917738394149	13.0215642964775	12.4021303382212	13.8182944275179	13.7987020815917	13.3917738394149	13.870286952602	13.3666605005941	13.1903763499698
ILMN_1749297	8.98307983727727	9.48077860293929	9.76703675385595	9.21147094983617	9.33671933548642	9.137221116035	8.8735867528134	9.03672566339068	9.09023216983671	9.1921634124705	9.2360110161977	9.42582927186306
ILMN_2328280	8.58135833179048	8.52769631680576	9.20011708106436	8.4424207945387	8.69523695573908	8.67852246324733	8.5458935072614	8.45987886398101	8.30839590697569	8.49639329679672	8.32808025285185	8.74716500281281
